person_age,person_age_cleaned,person_income,person_income_cleaned,person_home_ownership,person_emp_length,person_emp_length_cleaned,loan_intent,loan_grade,loan_amnt,loan_amnt_cleaned,loan_int_rate,loan_status,loan_percent_income,loan_percent_income_cleaned,cb_person_default_on_file,cb_person_cred_hist_length
27,27.0,180000,140250,MORTGAGE,7.0,7.0,HOMEIMPROVEMENT,A,16000,16000,,0,0.09,0.0889,N,8
29,29.0,180000,140250,MORTGAGE,2.0,2.0,MEDICAL,A,20000,20000,,0,0.11,0.1111,N,10
29,29.0,180000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,C,12000,12000,12.99,0,0.07,0.0667,Y,5
27,27.0,180000,140250,MORTGAGE,2.0,2.0,MEDICAL,C,8000,8000,13.23,0,0.04,0.0444,Y,7
27,27.0,100000,100000,RENT,12.0,12.0,VENTURE,B,16000,16000,11.11,0,0.16,0.16,N,5
32,32.0,180000,140250,MORTGAGE,2.0,2.0,PERSONAL,C,15600,15600,,0,0.09,0.0867,Y,10
30,30.0,182004,140250,MORTGAGE,2.0,2.0,PERSONAL,A,7200,7200,6.62,0,0.04,0.0396,N,5
27,27.0,170496,140250,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,B,15000,15000,11.83,1,0.09,0.088,N,10
34,34.0,182500,140250,MORTGAGE,6.0,6.0,HOMEIMPROVEMENT,C,15000,15000,12.84,0,0.08,0.0822,Y,9
34,34.0,101000,101000,RENT,0.0,0.0,VENTURE,A,16000,16000,6.17,0,0.16,0.1584,N,9
27,27.0,105000,105000,RENT,1.0,1.0,HOMEIMPROVEMENT,B,16000,16000,,0,0.15,0.1524,N,8
34,34.0,185000,140250,MORTGAGE,18.0,18.0,DEBTCONSOLIDATION,C,18250,18250,,0,0.1,0.0986,Y,5
28,28.0,107000,107000,RENT,4.0,4.0,HOMEIMPROVEMENT,C,16000,16000,13.49,0,0.15,0.1495,N,6
27,27.0,189000,140250,MORTGAGE,2.0,2.0,VENTURE,D,5125,5125,14.84,0,0.03,0.0271,Y,6
30,30.0,189000,140250,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,E,16000,16000,16.35,0,0.08,0.0847,N,8
27,27.0,110000,110000,RENT,6.0,6.0,EDUCATION,C,16000,16000,15.27,0,0.15,0.1455,N,8
29,29.0,193086,140250,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,B,11125,11125,10.59,0,0.06,0.0576,N,6
34,34.0,195000,140250,MORTGAGE,14.0,14.0,VENTURE,C,6000,6000,14.27,0,0.03,0.0308,N,8
34,34.0,195000,140250,MORTGAGE,18.0,18.0,PERSONAL,A,6000,6000,6.92,0,0.03,0.0308,N,10
30,30.0,110000,110000,RENT,9.0,9.0,HOMEIMPROVEMENT,C,16000,16000,,0,0.15,0.1455,Y,6
30,30.0,198171,140250,MORTGAGE,4.0,4.0,DEBTCONSOLIDATION,A,5000,5000,5.79,0,0.03,0.0252,N,6
28,28.0,199000,140250,MORTGAGE,12.0,12.0,HOMEIMPROVEMENT,A,10000,10000,9.32,0,0.05,0.0503,N,10
27,27.0,200000,140250,MORTGAGE,9.0,9.0,PERSONAL,A,7000,7000,6.03,0,0.04,0.035,N,10
31,31.0,200000,140250,MORTGAGE,1.0,1.0,MEDICAL,B,7800,7800,9.63,0,0.04,0.039,N,8
35,35.0,200000,140250,MORTGAGE,3.0,3.0,EDUCATION,C,25000,23000,,0,0.13,0.125,Y,7
29,29.0,108000,108000,RENT,11.0,11.0,EDUCATION,B,16000,16000,,1,0.15,0.1481,N,7
30,30.0,200000,140250,MORTGAGE,14.0,14.0,DEBTCONSOLIDATION,C,21600,21600,13.11,0,0.11,0.108,N,8
31,31.0,200000,140250,MORTGAGE,,,VENTURE,A,9000,9000,7.88,0,0.04,0.045,N,6
29,29.0,200000,140250,MORTGAGE,4.0,4.0,MEDICAL,A,12000,12000,7.88,0,0.06,0.06,N,7
31,31.0,200000,140250,OWN,4.0,4.0,HOMEIMPROVEMENT,B,23500,23000,10.99,0,0.12,0.1175,N,5
30,30.0,200000,140250,OWN,14.0,14.0,VENTURE,A,16000,16000,,0,0.08,0.08,N,5
29,29.0,200000,140250,OWN,13.0,13.0,EDUCATION,B,23000,23000,12.18,0,0.12,0.115,N,9
32,32.0,188000,140250,MORTGAGE,0.0,0.0,EDUCATION,B,10000,10000,10.71,1,0.05,0.0532,N,7
33,33.0,200000,140250,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,B,25000,23000,9.76,0,0.13,0.125,N,9
29,29.0,200000,140250,MORTGAGE,9.0,9.0,MEDICAL,B,6000,6000,,0,0.03,0.03,N,8
34,34.0,130000,130000,RENT,18.0,18.0,VENTURE,A,16000,16000,6.03,0,0.12,0.1231,N,6
32,32.0,130000,130000,RENT,0.0,0.0,PERSONAL,A,16000,16000,,0,0.12,0.1231,N,10
33,33.0,201000,140250,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,C,20000,20000,14.27,0,0.1,0.0995,Y,7
28,28.0,201000,140250,OWN,4.0,4.0,VENTURE,A,12000,12000,,0,0.06,0.0597,N,8
31,31.0,201000,140250,MORTGAGE,3.0,3.0,HOMEIMPROVEMENT,B,15000,15000,11.12,0,0.07,0.0746,N,9
29,29.0,201000,140250,MORTGAGE,0.0,0.0,VENTURE,B,18000,18000,11.83,0,0.09,0.0896,N,10
27,27.0,192000,140250,MORTGAGE,11.0,11.0,DEBTCONSOLIDATION,D,15000,15000,17.58,1,0.08,0.0781,N,8
32,32.0,204000,140250,OWN,16.0,16.0,EDUCATION,B,25000,23000,11.12,0,0.12,0.1225,N,5
29,29.0,195000,140250,MORTGAGE,5.0,5.0,VENTURE,C,3600,3600,14.26,1,0.02,0.0185,N,7
33,33.0,210000,140250,MORTGAGE,17.0,17.0,DEBTCONSOLIDATION,B,20000,20000,9.91,0,0.1,0.0952,N,7
29,29.0,210000,140250,MORTGAGE,2.0,2.0,MEDICAL,B,14000,14000,12.42,0,0.07,0.0667,N,6
27,27.0,170000,140250,RENT,0.0,0.0,HOMEIMPROVEMENT,A,16000,16000,5.79,0,0.09,0.0941,N,8
29,29.0,200000,140250,RENT,14.0,14.0,EDUCATION,B,16000,16000,12.69,0,0.08,0.08,N,7
28,28.0,200000,140250,RENT,0.0,0.0,PERSONAL,C,16000,16000,10.91,0,0.08,0.08,Y,9
31,31.0,215000,140250,MORTGAGE,2.0,2.0,MEDICAL,B,15000,15000,10.99,0,0.07,0.0698,N,10
29,29.0,300000,140250,RENT,1.0,1.0,HOMEIMPROVEMENT,B,16000,16000,11.58,0,0.05,0.0533,N,8
32,32.0,220000,140250,MORTGAGE,13.0,13.0,HOMEIMPROVEMENT,E,33000,23000,20.3,0,0.15,0.15,N,9
34,34.0,220000,140250,MORTGAGE,6.0,6.0,DEBTCONSOLIDATION,B,7350,7350,11.99,0,0.03,0.0334,N,6
29,29.0,220000,140250,MORTGAGE,0.0,0.0,EDUCATION,A,2500,2500,6.99,0,0.01,0.0114,N,5
34,34.0,220000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,C,11275,11275,12.99,0,0.05,0.0512,N,8
29,29.0,220000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,B,8500,8500,10.37,0,0.04,0.0386,N,5
34,34.0,222000,140250,MORTGAGE,0.0,0.0,MEDICAL,A,13000,13000,8.49,0,0.06,0.0586,N,7
35,35.0,225000,140250,MORTGAGE,17.0,17.0,VENTURE,A,5000,5000,7.49,0,0.02,0.0222,N,9
32,32.0,572400,140250,RENT,16.0,16.0,MEDICAL,B,16000,16000,9.76,0,0.03,0.028,N,5
27,27.0,213000,140250,MORTGAGE,11.0,11.0,DEBTCONSOLIDATION,E,35000,23000,16.77,1,0.16,0.1643,Y,5
34,34.0,225000,140250,MORTGAGE,4.0,4.0,MEDICAL,C,3000,3000,13.35,0,0.01,0.0133,N,10
28,28.0,225000,140250,MORTGAGE,12.0,12.0,PERSONAL,A,20000,20000,7.88,0,0.09,0.0889,N,9
30,30.0,35576,35576,RENT,14.0,14.0,EDUCATION,C,19000,19000,13.72,1,0.53,0.5341,N,7
28,28.0,225000,140250,MORTGAGE,12.0,12.0,DEBTCONSOLIDATION,B,6000,6000,11.12,0,0.03,0.0267,N,7
30,30.0,228000,140250,MORTGAGE,9.0,9.0,VENTURE,D,12800,12800,15.33,0,0.06,0.0561,N,8
27,27.0,228000,140250,MORTGAGE,12.0,12.0,HOMEIMPROVEMENT,A,6000,6000,7.14,0,0.03,0.0263,N,6
27,27.0,185300,140250,MORTGAGE,11.0,11.0,MEDICAL,D,35000,23000,,1,0.16,0.1889,Y,5
30,30.0,230000,140250,MORTGAGE,14.0,14.0,DEBTCONSOLIDATION,C,12000,12000,13.98,0,0.05,0.0522,Y,10
29,29.0,218000,140250,MORTGAGE,1.0,1.0,DEBTCONSOLIDATION,F,25000,23000,19.04,1,0.11,0.1147,Y,9
28,28.0,230000,140250,MORTGAGE,12.0,12.0,DEBTCONSOLIDATION,B,10000,10000,10.95,0,0.04,0.0435,N,6
35,35.0,234600,140250,MORTGAGE,1.0,1.0,HOMEIMPROVEMENT,D,7500,7500,15.05,0,0.03,0.032,Y,6
27,27.0,235000,140250,MORTGAGE,5.0,5.0,VENTURE,C,28000,23000,15.96,0,0.12,0.1191,N,5
33,33.0,235000,140250,MORTGAGE,3.0,3.0,EDUCATION,B,25000,23000,10.62,0,0.11,0.1064,N,6
28,28.0,60000,60000,RENT,3.0,3.0,DEBTCONSOLIDATION,A,19200,19200,7.88,1,0.32,0.32,N,8
31,31.0,235000,140250,OWN,5.0,5.0,MEDICAL,D,11200,11200,15.65,0,0.05,0.0477,N,5
30,30.0,223800,140250,MORTGAGE,15.0,15.0,HOMEIMPROVEMENT,B,25000,23000,11.83,1,0.11,0.1117,N,9
28,28.0,191250,140250,MORTGAGE,11.0,11.0,MEDICAL,E,9000,9000,16.95,1,0.04,0.0471,N,6
32,32.0,237000,140250,MORTGAGE,14.0,14.0,HOMEIMPROVEMENT,B,21000,21000,9.2,0,0.09,0.0886,N,9
29,29.0,240000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,A,12000,12000,6.03,0,0.05,0.05,N,9
33,33.0,240000,140250,OWN,15.0,15.0,PERSONAL,C,15000,15000,13.16,0,0.06,0.0625,Y,10
29,29.0,242400,140250,OWN,12.0,12.0,MEDICAL,B,35000,23000,10.37,0,0.14,0.1444,N,8
27,27.0,79636,79636,RENT,11.0,11.0,PERSONAL,D,19200,19200,13.87,0,0.24,0.2411,Y,9
27,27.0,244000,140250,OTHER,0.0,0.0,VENTURE,D,15000,15000,14.42,0,0.06,0.0615,Y,5
28,28.0,245000,140250,MORTGAGE,0.0,0.0,PERSONAL,E,18000,18000,17.39,0,0.07,0.0735,Y,9
32,32.0,249996,140250,MORTGAGE,4.0,4.0,PERSONAL,C,14000,14000,12.99,0,0.06,0.056,N,8
29,29.0,249999,140250,MORTGAGE,2.0,2.0,EDUCATION,A,25000,23000,6.62,0,0.1,0.1,N,9
29,29.0,250000,140250,MORTGAGE,5.0,5.0,PERSONAL,A,10000,10000,7.49,0,0.04,0.04,N,10
30,30.0,250000,140250,OWN,8.0,8.0,MEDICAL,D,15000,15000,15.99,0,0.06,0.06,Y,8
31,31.0,250000,140250,MORTGAGE,14.0,14.0,PERSONAL,D,12000,12000,14.09,0,0.05,0.048,Y,6
32,32.0,250000,140250,MORTGAGE,7.0,7.0,EDUCATION,B,20000,20000,11.48,0,0.08,0.08,N,10
29,29.0,250000,140250,MORTGAGE,13.0,13.0,EDUCATION,C,20000,20000,13.79,0,0.08,0.08,N,8
27,27.0,82000,82000,RENT,,,DEBTCONSOLIDATION,B,19200,19200,9.99,0,0.23,0.2341,N,8
30,30.0,250000,140250,MORTGAGE,1.0,1.0,DEBTCONSOLIDATION,B,5000,5000,9.01,0,0.02,0.02,N,8
34,34.0,75500,75500,RENT,0.0,0.0,EDUCATION,D,19200,19200,16.77,1,0.25,0.2543,N,10
32,32.0,262000,140250,MORTGAGE,12.0,12.0,MEDICAL,B,12800,12800,9.91,0,0.05,0.0489,N,8
27,27.0,264000,140250,MORTGAGE,0.0,0.0,MEDICAL,A,35000,23000,,0,0.13,0.1326,N,5
30,30.0,253000,140250,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,D,24000,23000,14.96,1,0.09,0.0949,N,7
29,29.0,265000,140250,MORTGAGE,2.0,2.0,PERSONAL,B,25000,23000,11.26,0,0.09,0.0943,N,10
28,28.0,266000,140250,MORTGAGE,12.0,12.0,PERSONAL,A,9000,9000,5.42,0,0.03,0.0338,N,10
30,30.0,275000,140250,MORTGAGE,14.0,14.0,EDUCATION,B,7000,7000,11.71,0,0.03,0.0255,N,10
31,31.0,275000,140250,MORTGAGE,4.0,4.0,PERSONAL,B,30000,23000,10.59,0,0.11,0.1091,N,8
27,27.0,90000,90000,RENT,4.0,4.0,HOMEIMPROVEMENT,A,19200,19200,6.99,0,0.21,0.2133,N,8
27,27.0,275000,140250,MORTGAGE,11.0,11.0,VENTURE,B,35000,23000,,0,0.13,0.1273,N,6
34,34.0,275004,140250,MORTGAGE,2.0,2.0,VENTURE,D,25000,23000,16.32,0,0.09,0.0909,Y,9
32,32.0,95000,95000,RENT,1.0,1.0,DEBTCONSOLIDATION,B,19200,19200,11.89,0,0.2,0.2021,N,9
29,29.0,290000,140250,MORTGAGE,13.0,13.0,PERSONAL,B,13175,13175,10.99,0,0.05,0.0454,N,7
27,27.0,290000,140250,MORTGAGE,0.0,0.0,MEDICAL,B,7875,7875,9.99,0,0.03,0.0272,N,6
31,31.0,294000,140250,MORTGAGE,7.0,7.0,VENTURE,A,12000,12000,8.94,0,0.04,0.0408,N,6
30,30.0,300000,140250,OWN,14.0,14.0,HOMEIMPROVEMENT,B,35000,23000,10.59,0,0.12,0.1167,N,10
28,28.0,300000,140250,MORTGAGE,1.0,1.0,PERSONAL,C,9600,9600,15.23,0,0.03,0.032,Y,10
28,28.0,300000,140250,MORTGAGE,12.0,12.0,EDUCATION,C,10125,10125,15.23,0,0.03,0.0338,N,6
28,28.0,288000,140250,MORTGAGE,12.0,12.0,VENTURE,G,18000,18000,22.48,1,0.06,0.0625,Y,9
31,31.0,300000,140250,MORTGAGE,1.0,1.0,VENTURE,C,35000,23000,15.23,0,0.12,0.1167,N,6
27,27.0,300000,140250,MORTGAGE,11.0,11.0,DEBTCONSOLIDATION,A,35000,23000,,0,0.12,0.1167,N,8
28,28.0,300000,140250,MORTGAGE,11.0,11.0,DEBTCONSOLIDATION,A,10800,10800,6.92,0,0.04,0.036,N,5
32,32.0,300000,140250,MORTGAGE,2.0,2.0,MEDICAL,C,24000,23000,12.87,0,0.08,0.08,N,10
30,30.0,300000,140250,MORTGAGE,3.0,3.0,VENTURE,A,6000,6000,9.63,0,0.02,0.02,N,10
30,30.0,300000,140250,MORTGAGE,14.0,14.0,MEDICAL,B,20000,20000,11.58,0,0.07,0.0667,N,9
33,33.0,300000,140250,OWN,8.0,8.0,MEDICAL,D,25000,23000,14.42,0,0.08,0.0833,Y,7
30,30.0,310000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,B,14000,14000,,0,0.05,0.0452,N,10
27,27.0,320000,140250,MORTGAGE,11.0,11.0,DEBTCONSOLIDATION,A,28000,23000,7.9,0,0.09,0.0875,N,9
33,33.0,320000,140250,MORTGAGE,2.0,2.0,VENTURE,A,14000,14000,7.91,0,0.04,0.0438,N,5
31,31.0,325000,140250,MORTGAGE,4.0,4.0,MEDICAL,A,10000,10000,5.99,0,0.03,0.0308,N,7
28,28.0,270300,140250,MORTGAGE,3.0,3.0,MEDICAL,E,25000,23000,17.88,1,0.08,0.0925,N,6
35,35.0,273700,140250,MORTGAGE,8.0,8.0,MEDICAL,D,25000,23000,14.59,1,0.08,0.0913,N,6
29,29.0,350000,140250,MORTGAGE,13.0,13.0,DEBTCONSOLIDATION,A,12000,12000,7.51,0,0.03,0.0343,N,7
34,34.0,357000,140250,MORTGAGE,3.0,3.0,HOMEIMPROVEMENT,E,14000,14000,18.64,0,0.04,0.0392,Y,9
31,31.0,371000,140250,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,A,5875,5875,7.74,0,0.02,0.0158,N,9
30,30.0,372000,140250,OWN,,,HOMEIMPROVEMENT,B,2400,2400,10.99,0,0.01,0.0065,N,5
32,32.0,385000,140250,MORTGAGE,3.0,3.0,VENTURE,A,19925,19925,7.9,0,0.05,0.0518,N,9
33,33.0,410000,140250,MORTGAGE,3.0,3.0,HOMEIMPROVEMENT,B,35000,23000,10.37,0,0.09,0.0854,N,5
35,35.0,415000,140250,MORTGAGE,2.0,2.0,HOMEIMPROVEMENT,E,15500,15500,16.45,0,0.04,0.0373,Y,10
29,29.0,420000,140250,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,C,8000,8000,12.73,0,0.02,0.019,N,5
29,29.0,445000,140250,MORTGAGE,3.0,3.0,PERSONAL,B,25000,23000,9.62,0,0.06,0.0562,N,5
29,29.0,450000,140250,MORTGAGE,4.0,4.0,EDUCATION,D,25000,23000,15.37,0,0.06,0.0556,N,7
29,29.0,480000,140250,MORTGAGE,6.0,6.0,MEDICAL,A,6500,6500,5.42,0,0.01,0.0135,N,6
34,34.0,397800,140250,MORTGAGE,5.0,5.0,MEDICAL,D,14000,14000,14.61,1,0.03,0.0352,Y,5
30,30.0,522000,140250,MORTGAGE,11.0,11.0,HOMEIMPROVEMENT,A,2500,2500,7.43,0,0.0,0.0048,N,9
33,33.0,10080,10080,OWN,11.0,11.0,VENTURE,A,7200,7200,6.03,1,0.71,0.7143,N,8
33,33.0,71000,71000,RENT,17.0,17.0,HOMEIMPROVEMENT,D,19600,19600,16.07,1,0.28,0.2761,Y,6
32,32.0,83300,83300,RENT,0.0,0.0,MEDICAL,D,19600,19600,17.19,1,0.2,0.2353,Y,7
28,28.0,604000,140250,MORTGAGE,12.0,12.0,PERSONAL,B,25000,23000,9.01,1,0.04,0.0414,N,9
31,31.0,741600,140250,MORTGAGE,3.0,3.0,MEDICAL,B,12000,12000,10.25,0,0.02,0.0162,N,6
32,32.0,750000,140250,MORTGAGE,2.0,2.0,DEBTCONSOLIDATION,B,30000,23000,9.91,0,0.04,0.04,N,8
35,35.0,762000,140250,OWN,8.0,8.0,MEDICAL,A,10000,10000,8.94,0,0.01,0.0131,N,10
29,29.0,9600,9600,RENT,1.0,1.0,DEBTCONSOLIDATION,B,2600,2600,12.69,1,0.27,0.2708,N,7
30,30.0,9600,9600,RENT,,,PERSONAL,A,1800,1800,5.99,1,0.19,0.1875,N,8
30,30.0,9600,9600,RENT,1.0,1.0,DEBTCONSOLIDATION,C,1500,1500,12.73,1,0.16,0.1562,Y,8
28,28.0,9081,9081,RENT,,,HOMEIMPROVEMENT,B,3000,3000,10.25,1,0.33,0.3304,N,6
29,29.0,8500,8500,RENT,7.0,7.0,VENTURE,A,4500,4500,8.63,1,0.53,0.5294,N,10
29,29.0,8472,8472,RENT,2.0,2.0,PERSONAL,A,3000,3000,7.49,1,0.35,0.3541,N,7
31,31.0,8412,8412,OWN,,,PERSONAL,A,2500,2500,7.14,1,0.3,0.2972,N,8
28,28.0,8000,8000,RENT,1.0,1.0,HOMEIMPROVEMENT,B,4750,4750,11.12,1,0.59,0.5938,N,5
31,31.0,8000,8000,RENT,0.0,0.0,EDUCATION,A,4000,4000,,1,0.5,0.5,N,7
29,29.0,7200,7200,RENT,,,VENTURE,B,2200,2200,9.91,1,0.31,0.3056,N,9
29,29.0,6000,6000,RENT,0.0,0.0,HOMEIMPROVEMENT,A,3250,3250,8.59,1,0.54,0.5417,N,9
32,32.0,4200,4200,RENT,,,PERSONAL,C,1200,1200,12.73,1,0.29,0.2857,N,9
30,30.0,64000,64000,MORTGAGE,3.0,3.0,EDUCATION,A,10200,10200,6.62,0,0.16,0.1594,N,5
27,27.0,150000,140250,MORTGAGE,2.0,2.0,HOMEIMPROVEMENT,A,18000,18000,,0,0.12,0.12,N,7
27,27.0,42504,42504,RENT,2.0,2.0,PERSONAL,B,7200,7200,10.59,0,0.17,0.1694,N,9
34,34.0,120000,120000,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,F,25000,23000,15.83,0,0.21,0.2083,Y,8
28,28.0,62000,62000,RENT,0.0,0.0,HOMEIMPROVEMENT,A,15000,15000,7.9,0,0.24,0.2419,N,10
31,31.0,41004,41004,RENT,5.0,5.0,PERSONAL,D,5000,5000,15.28,0,0.12,0.1219,N,5
28,28.0,60000,60000,MORTGAGE,4.0,4.0,DEBTCONSOLIDATION,B,4800,4800,,0,0.08,0.08,N,5
29,29.0,46000,46000,MORTGAGE,3.0,3.0,PERSONAL,B,6000,6000,11.49,0,0.13,0.1304,N,8
30,30.0,155000,140250,RENT,9.0,9.0,MEDICAL,A,6000,6000,7.14,0,0.04,0.0387,N,8
27,27.0,100000,100000,MORTGAGE,11.0,11.0,PERSONAL,A,14400,14400,,0,0.14,0.144,N,8
32,32.0,45996,45996,RENT,2.0,2.0,EDUCATION,B,1800,1800,11.58,0,0.04,0.0391,N,8
29,29.0,35000,35000,RENT,12.0,12.0,DEBTCONSOLIDATION,A,1800,1800,5.42,0,0.05,0.0514,N,5
28,28.0,40000,40000,MORTGAGE,9.0,9.0,DEBTCONSOLIDATION,B,19200,19200,9.91,0,0.48,0.48,N,6
31,31.0,50402,50402,MORTGAGE,4.0,4.0,VENTURE,C,3000,3000,13.22,0,0.06,0.0595,Y,10
28,28.0,25000,25000,RENT,0.0,0.0,EDUCATION,A,7000,7000,6.92,0,0.28,0.28,N,7
29,29.0,50000,50000,OWN,3.0,3.0,MEDICAL,B,4200,4200,9.91,0,0.08,0.084,N,6
35,35.0,21340,21340,RENT,0.0,0.0,DEBTCONSOLIDATION,B,8000,8000,11.14,1,0.37,0.3749,N,7
32,32.0,32004,32004,RENT,16.0,16.0,MEDICAL,B,4000,4000,11.49,0,0.12,0.125,N,10
30,30.0,97750,97750,MORTGAGE,3.0,3.0,MEDICAL,D,20000,20000,14.59,1,0.17,0.2046,Y,8
34,34.0,23000,23000,OWN,2.0,2.0,VENTURE,A,2500,2500,,0,0.11,0.1087,N,9
29,29.0,68000,68000,RENT,1.0,1.0,EDUCATION,B,10000,10000,10.65,0,0.15,0.1471,N,5
28,28.0,50000,50000,MORTGAGE,3.0,3.0,VENTURE,A,5000,5000,7.74,0,0.1,0.1,N,9
30,30.0,21600,21600,RENT,1.0,1.0,DEBTCONSOLIDATION,B,1500,1500,11.71,1,0.07,0.0694,N,8
31,31.0,50000,50000,MORTGAGE,5.0,5.0,VENTURE,A,2000,2000,6.39,0,0.04,0.04,N,5
30,30.0,65000,65000,RENT,11.0,11.0,PERSONAL,D,12800,12800,15.2,0,0.2,0.1969,N,6
27,27.0,28800,28800,RENT,6.0,6.0,MEDICAL,D,5000,5000,14.96,0,0.17,0.1736,Y,5
28,28.0,72000,72000,MORTGAGE,9.0,9.0,HOMEIMPROVEMENT,B,18000,18000,11.89,0,0.25,0.25,N,8
32,32.0,45000,45000,MORTGAGE,2.0,2.0,PERSONAL,C,8000,8000,14.65,0,0.18,0.1778,N,8
27,27.0,39000,39000,MORTGAGE,11.0,11.0,HOMEIMPROVEMENT,E,5000,5000,18.79,1,0.13,0.1282,Y,10
27,27.0,58000,58000,RENT,11.0,11.0,VENTURE,A,7000,7000,,0,0.12,0.1207,N,9
31,31.0,56000,56000,RENT,15.0,15.0,DEBTCONSOLIDATION,C,3000,3000,14.27,0,0.05,0.0536,N,6
32,32.0,75000,75000,RENT,3.0,3.0,HOMEIMPROVEMENT,A,10000,10000,7.29,0,0.13,0.1333,N,7
31,31.0,60682,60682,RENT,3.0,3.0,VENTURE,A,8650,8650,8.49,0,0.14,0.1425,N,8
29,29.0,45600,45600,MORTGAGE,9.0,9.0,MEDICAL,A,2000,2000,7.88,0,0.04,0.0439,N,8
27,27.0,52000,52000,RENT,0.0,0.0,HOMEIMPROVEMENT,B,5100,5100,10.37,0,0.1,0.0981,N,7
30,30.0,56628,56628,MORTGAGE,2.0,2.0,MEDICAL,A,12000,12000,8.94,0,0.21,0.2119,N,9
32,32.0,46000,46000,RENT,0.0,0.0,DEBTCONSOLIDATION,D,3000,3000,16.29,1,0.07,0.0652,N,6
27,27.0,69000,69000,RENT,11.0,11.0,DEBTCONSOLIDATION,D,6000,6000,15.21,1,0.09,0.087,N,8
27,27.0,51000,51000,RENT,9.0,9.0,PERSONAL,B,1600,1600,10.59,0,0.03,0.0314,N,8
33,33.0,50000,50000,RENT,6.0,6.0,PERSONAL,D,6000,6000,14.96,0,0.12,0.12,Y,5
34,34.0,44000,44000,OWN,2.0,2.0,EDUCATION,C,10000,10000,13.43,0,0.23,0.2273,Y,9
27,27.0,30000,30000,RENT,8.0,8.0,PERSONAL,B,11000,11000,9.91,1,0.37,0.3667,N,6
27,27.0,80000,80000,MORTGAGE,4.0,4.0,EDUCATION,A,15000,15000,6.54,0,0.19,0.1875,N,6
33,33.0,58000,58000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,14400,14400,9.91,0,0.25,0.2483,N,8
30,30.0,110000,110000,OWN,14.0,14.0,PERSONAL,C,12000,12000,13.57,0,0.11,0.1091,Y,10
27,27.0,42000,42000,MORTGAGE,0.0,0.0,MEDICAL,A,4200,4200,6.76,0,0.1,0.1,N,9
29,29.0,22000,22000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,8000,8000,,1,0.36,0.3636,N,5
32,32.0,82000,82000,MORTGAGE,13.0,13.0,PERSONAL,B,10000,10000,10.36,0,0.12,0.122,N,6
32,32.0,50004,50004,RENT,5.0,5.0,EDUCATION,D,2200,2200,15.65,0,0.04,0.044,Y,9
29,29.0,67000,67000,MORTGAGE,13.0,13.0,VENTURE,A,10000,10000,7.14,0,0.15,0.1493,N,8
28,28.0,45000,45000,RENT,1.0,1.0,MEDICAL,B,10000,10000,9.91,0,0.22,0.2222,N,5
27,27.0,46800,46800,MORTGAGE,5.0,5.0,EDUCATION,B,6000,6000,9.99,0,0.13,0.1282,N,6
27,27.0,231252,140250,MORTGAGE,1.0,1.0,PERSONAL,B,2000,2000,9.91,0,0.01,0.0086,N,10
28,28.0,38196,38196,MORTGAGE,5.0,5.0,PERSONAL,B,10750,10750,10.75,0,0.28,0.2814,N,8
28,28.0,32568,32568,RENT,3.0,3.0,EDUCATION,D,15000,15000,,1,0.46,0.4606,N,10
29,29.0,120000,120000,MORTGAGE,10.0,10.0,HOMEIMPROVEMENT,A,4700,4700,7.14,0,0.04,0.0392,N,9
33,33.0,66000,66000,OWN,16.0,16.0,HOMEIMPROVEMENT,A,3500,3500,,0,0.05,0.053,N,5
29,29.0,77800,77800,RENT,2.0,2.0,VENTURE,B,9000,9000,12.42,0,0.12,0.1157,N,6
31,31.0,68000,68000,RENT,1.0,1.0,PERSONAL,A,6000,6000,7.49,0,0.09,0.0882,N,6
29,29.0,52000,52000,MORTGAGE,6.0,6.0,HOMEIMPROVEMENT,D,12000,12000,15.65,0,0.23,0.2308,Y,9
30,30.0,55000,55000,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,B,12000,12000,10.38,0,0.22,0.2182,N,10
29,29.0,75000,75000,MORTGAGE,9.0,9.0,PERSONAL,B,8000,8000,11.99,0,0.11,0.1067,N,8
35,35.0,62475,62475,MORTGAGE,5.0,5.0,MEDICAL,D,9600,9600,14.61,1,0.13,0.1537,Y,6
29,29.0,240000,140250,MORTGAGE,11.0,11.0,PERSONAL,D,35000,23000,14.91,0,0.15,0.1458,N,6
35,35.0,40000,40000,OWN,5.0,5.0,VENTURE,A,8000,8000,7.66,0,0.2,0.2,N,7
